apr,step,technique,time
SampleRecoder,preptime,JavaC,7.176755666732788
SampleRecoder,preptime,JavaC,21.054447412490845
SampleRecoder,preptime,JavaC,8.654598474502563
SampleRecoder,preptime,JavaC,26.279937505722046
SampleRecoder,preptime,JavaC,37.80108428001404
SampleRecoder,preptime,JavaC,28.399685859680176
SampleRecoder,preptime,JavaC,22.195990562438965
SampleRecoder,preptime,JavaC,32.533767223358154
SampleRecoder,preptime,JavaC,7.154872179031372
SampleRecoder,preptime,JavaC,4.384886026382446
SampleRecoder,preptime,JavaC,38.22770953178406
SampleRecoder,preptime,JavaC,6.651242256164551
SampleRecoder,preptime,JavaC,3.1769964694976807
SampleRecoder,preptime,JavaC,29.227569580078125
SampleRecoder,preptime,JavaC,7.786182165145874
SampleRecoder,preptime,JavaC,39.997533082962036
SampleRecoder,preptime,JavaC,10.76874589920044
SampleRecoder,preptime,JavaC,5.863415718078613
SampleRecoder,preptime,JavaC,5.208696603775024
SampleRecoder,preptime,JavaC,35.22002363204956
SampleRecoder,preptime,JavaC,17.72505831718445
SampleRecoder,preptime,JavaC,38.41788363456726
SampleRecoder,preptime,JavaC,12.603091716766357
SampleRecoder,preptime,JavaC,26.250072240829468
SampleRecoder,preptime,JavaC,7.06624960899353
SampleRecoder,preptime,JavaC,2.6583893299102783
